Distance,X,Y
3069.7944444444433,6094.866627568432,12812.035791987697
3080.2949109148803,6183.0,12733.0
3085.5722222222207,6226.744658981141,12689.12705602207
3099.125887274988,6329.0,12574.0
3107.505555555554,6373.786444493961,12514.751267813612
3122.675350073376,6439.0,12401.0
3126.372222222221,6458.186633657058,12362.64902504795
3146.2618437720316,6571.0,12111.0
3148.3833333333323,6581.069466477802,12085.377648454301
3160.96111111111,6629.8194234068105,11944.563119288985
3179.3931387042985,6677.0,11778.0
3186.2944444444433,6690.479593753405,11729.050477377092
3208.538888888888,6727.421533115379,11585.892362733022
3211.166271353753,6733.0,11563.0
3224.4833333333318,6766.2632063214505,11423.393271170218
3231.9137536547128,6784.0,11346.0
3243.683333333332,6806.484254067159,11241.613513530698
3254.360386683383,6826.0,11142.0
3256.527777777777,6830.39804833199,11118.628631602054
3268.8089355699467,6856.0,10976.0
3269.4524999999985,6857.188462510226,10968.921815873666
3289.736025398804,6887.0,10769.0
3292.0858333333317,6890.237269938352,10746.149684508973
3307.5777717154206,6911.0,10593.0
3311.5524999999984,6915.632757123939,10553.637587197754
3322.175113318038,6927.0,10448.0
3338.390443256467,6944.0,10287.0
3347.160277777776,6951.399046528331,10210.188176513802
3362.7793120939496,6963.0,10044.0
3379.064637633047,6976.0,9768.0
3379.715833333332,6976.383233717686,9759.124184028205
3392.738055555554,6980.855235478992,9643.825799391861
3405.760277777776,6981.277108883447,9595.715524928959
3413.2328668261425,6982.0,9540.0
3419.7199611146625,6983.0,9475.0
3425.226944444443,6984.114621722908,9418.551597781066
3438.1602777777757,6987.635389492345,9289.271628625056
